CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Avg_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
716841783,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733.0,1292,17441.0,0.442,5080,85,0.491,0.069,Continuing
708585933,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656.0,1429,227.0,0.777,4258,77,0.75,0.863,Continuing
714578283,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053.0,0,2053.0,0.865,1283,28,1.154,0.0,Continuing
711904008,40,M,4,High School,Married,$60K - $80K,Blue,36,4,3,5,5869.0,0,5869.0,0.642,2203,41,0.519,0.0,Leaving
821710308,38,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,2,2206.0,2018,188.0,0.648,1739,35,0.667,0.915,Continuing
712283808,50,F,3,High School,Married,Less than $40K,Silver,40,5,2,2,10062.0,1149,8913.0,0.76,1964,44,0.467,0.114,Continuing
721039308,40,M,4,Uneducated,Single,$80K - $120K,Blue,36,4,3,2,32431.0,850,31581.0,0.926,4400,71,1.088,0.026,Continuing
709259958,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,5541.0,2517,3024.0,0.879,9195,73,0.825,0.454,Leaving
789526458,44,M,3,Graduate,Married,$40K - $60K,Blue,36,4,2,1,2534.0,1706,828.0,0.793,3965,57,1.111,0.673,Continuing
783910008,37,F,0,Graduate,Married,Less than $40K,Blue,31,5,2,2,2684.0,1381,1303.0,0.794,2002,60,0.429,0.515,Continuing
709408983,54,M,2,High School,Married,$120K +,Blue,42,3,2,3,5256.0,889,4367.0,0.559,5078,91,0.685,0.169,Continuing
770762133,52,F,3,High School,Married,Less than $40K,Blue,38,2,1,2,3505.0,2517,988.0,0.612,5034,79,0.681,0.718,Continuing
778912683,51,F,2,Graduate,Single,Less than $40K,Blue,32,3,3,1,8365.0,1504,6861.0,0.679,4778,88,0.956,0.18,Continuing
718444233,45,M,3,Graduate,Married,$60K - $80K,Blue,25,3,3,2,9791.0,1311,8480.0,0.704,1649,59,0.513,0.134,Continuing
719256483,41,F,4,High School,Single,$40K - $60K,Blue,30,5,3,3,4432.0,1335,3097.0,0.714,4144,79,0.756,0.301,Continuing
710751033,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,1,3,4829.0,0,4829.0,0.836,8286,65,0.857,0.0,Leaving
778742358,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752.0,0,4752.0,0.679,7517,76,0.617,0.0,Continuing
709468683,64,F,0,High School,Married,Less than $40K,Blue,56,6,2,2,2174.0,1397,777.0,0.62,1755,39,0.5,0.643,Continuing
801373833,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,2,3,1922.0,710,1212.0,0.951,2920,46,1.421,0.369,Continuing
716116383,45,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,1,5087.0,2517,2570.0,0.765,4682,77,0.711,0.495,Continuing
718877883,44,F,3,Graduate,Single,Less than $40K,Blue,36,3,1,1,5644.0,2517,3127.0,0.86,2440,44,0.76,0.446,Leaving
712231308,60,M,0,Graduate,Single,Less than $40K,Silver,47,1,1,3,14002.0,1413,12589.0,0.621,13849,128,0.882,0.101,Continuing
713947908,33,M,2,High School,Married,$80K - $120K,Blue,23,6,2,2,1630.0,0,1630.0,0.605,4426,91,0.784,0.0,Continuing
796903083,47,F,1,Doctorate,Married,$40K - $60K,Blue,36,2,3,2,1438.3,0,1438.3,0.838,2584,42,0.448,0.0,Leaving
787685658,43,M,2,High School,Divorced,$80K - $120K,Blue,33,4,3,2,3083.0,1898,1185.0,1.042,1448,30,2.0,0.616,Continuing
780289308,61,F,0,High School,Married,Less than $40K,Blue,47,1,3,4,4130.0,0,4130.0,0.814,2418,57,0.781,0.0,Leaving
714682233,48,M,3,Graduate,Married,$80K - $120K,Blue,43,1,4,1,9959.0,0,9959.0,0.751,14948,125,0.866,0.0,Continuing
718399233,43,F,4,College,Single,$40K - $60K,Blue,36,6,3,1,1531.0,0,1531.0,0.704,4152,77,0.54,0.0,Continuing
711571383,46,M,2,High School,Unknown,Less than $40K,Blue,37,3,1,1,6118.0,1092,5026.0,0.757,4434,81,0.62,0.178,Continuing
779340183,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482.0,916,1566.0,0.632,4295,72,0.532,0.369,Continuing
721344858,26,M,0,Uneducated,Single,Less than $40K,Blue,13,4,4,4,2237.0,451,1786.0,0.837,2192,36,0.44,0.202,Continuing
711216933,42,F,1,High School,Married,Less than $40K,Blue,36,4,3,1,2190.0,1299,891.0,0.938,5026,77,0.711,0.593,Continuing
789937683,37,M,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,1,2,3645.0,701,2944.0,0.654,15559,120,0.739,0.192,Continuing
773389908,37,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.692,0.0,Continuing
713356833,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678,Continuing
720844008,54,F,4,Graduate,Single,Less than $40K,Blue,45,6,2,2,1990.0,1747,243.0,0.924,5216,87,0.891,0.878,Continuing
802817358,38,F,3,High School,Married,Less than $40K,Blue,32,4,2,1,11594.0,2072,9522.0,0.983,2320,51,0.594,0.179,Continuing
714648933,55,F,3,Graduate,Married,Less than $40K,Blue,36,3,2,0,4861.0,1123,3738.0,0.938,1556,40,0.538,0.231,Continuing
771592458,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,6,2,3,1708.0,1059,649.0,0.764,4880,79,0.795,0.62,Continuing
803977008,39,M,2,Graduate,Married,$60K - $80K,Blue,34,6,2,4,5219.0,1826,3393.0,1.011,1715,35,1.188,0.35,Continuing
712440483,54,F,2,Uneducated,Married,Less than $40K,Blue,44,3,1,3,5413.0,1836,3577.0,0.766,1164,43,0.593,0.339,Continuing
710558883,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,17391.0,1044,16347.0,1.08,1248,27,0.688,0.06,Continuing
818763033,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6,1,1,6169.0,2517,3652.0,1.117,4794,71,0.69,0.408,Continuing
714857508,44,F,4,Doctorate,Married,Less than $40K,Blue,36,5,2,4,8667.0,1775,6892.0,0.729,3939,69,0.533,0.205,Continuing
812534958,40,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000.0,1568,17432.0,0.688,8443,97,0.865,0.083,Continuing
719625933,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807.0,1143,4664.0,0.785,8000,96,0.412,0.197,Continuing
712138008,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2396.0,1663,733.0,0.645,4569,70,0.667,0.694,Continuing
779803008,41,F,2,High School,Single,Less than $40K,Blue,30,2,2,1,27670.0,0,27670.0,0.645,13854,124,0.797,0.0,Continuing
803319633,51,F,2,High School,Married,Less than $40K,Blue,45,4,3,2,3183.0,1358,1825.0,0.657,3988,81,0.688,0.427,Continuing
715989108,52,M,3,Graduate,Single,$80K - $120K,Blue,42,3,3,3,27514.0,1834,25680.0,0.769,12841,100,0.786,0.067,Continuing
712481733,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3,739,699.3,0.727,4078,77,0.54,0.514,Continuing
708809283,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360.0,2517,7843.0,0.632,2414,28,0.273,0.243,Leaving
708848208,52,M,3,Uneducated,Single,$80K - $120K,Blue,40,6,3,2,34516.0,1757,32759.0,0.786,4223,81,0.653,0.051,Continuing
764316708,30,F,1,High School,Single,Less than $40K,Blue,23,3,2,2,3955.0,2352,1603.0,0.779,16423,109,0.758,0.595,Continuing
790051758,50,M,2,Graduate,Single,$120K +,Blue,42,2,1,2,31782.0,0,31782.0,1.056,4800,53,0.395,0.0,Leaving
802662858,55,F,2,Graduate,Divorced,Less than $40K,Blue,49,5,1,4,3949.0,2024,1925.0,0.667,3495,64,0.882,0.513,Continuing
708706833,39,F,3,Uneducated,Divorced,Less than $40K,Blue,36,4,3,3,2809.0,0,2809.0,0.854,2466,40,0.538,0.0,Leaving
719963433,37,F,3,Graduate,Single,Less than $40K,Blue,29,3,2,2,8318.0,1945,6373.0,1.487,3676,77,1.139,0.234,Continuing
714034158,46,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,3,3331.0,1307,2024.0,0.617,3946,69,0.683,0.392,Continuing
798120858,37,M,3,Uneducated,Married,$80K - $120K,Blue,31,4,2,2,3797.0,1425,2372.0,1.505,2555,44,0.833,0.375,Continuing
711184983,41,M,5,Graduate,Unknown,$80K - $120K,Blue,29,6,2,1,11191.0,0,11191.0,0.808,3839,73,0.78,0.0,Continuing
719740008,51,F,4,High School,Married,Less than $40K,Blue,41,3,3,4,2791.0,940,1851.0,0.813,2584,49,0.441,0.337,Leaving
719608308,37,M,2,High School,Single,$60K - $80K,Blue,29,3,2,3,9829.0,2517,7312.0,0.59,2927,73,1.212,0.256,Continuing
719634408,51,M,2,Graduate,Single,$120K +,Silver,31,2,2,2,34516.0,585,33931.0,0.875,13534,104,0.825,0.017,Continuing
779480658,58,F,4,Graduate,Married,Less than $40K,Blue,42,3,3,4,10247.0,1600,8647.0,0.63,1754,44,0.692,0.156,Continuing
712463883,45,M,2,Graduate,Married,$120K +,Silver,38,4,2,3,34516.0,1406,33110.0,1.261,3342,63,0.969,0.041,Continuing
756736008,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,3,2,3,2911.0,1471,1440.0,0.871,4450,62,0.771,0.505,Continuing
717521508,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516.0,2098,32418.0,0.746,6932,87,0.526,0.061,Continuing
713299758,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979.0,1289,7690.0,0.651,7422,87,0.673,0.144,Continuing
710153583,30,F,0,Uneducated,Married,Less than $40K,Blue,13,3,1,3,6075.0,0,6075.0,0.923,9242,63,0.909,0.0,Leaving
709505808,45,F,3,College,Single,Less than $40K,Blue,33,5,3,4,4345.0,2198,2147.0,0.465,1918,31,0.292,0.506,Leaving
778732158,50,F,3,Uneducated,Unknown,Less than $40K,Blue,30,4,1,3,1507.0,0,1507.0,0.648,4037,83,0.729,0.0,Continuing
789627258,31,M,1,Graduate,Single,$40K - $60K,Blue,25,5,3,3,1935.0,1033,902.0,0.623,2498,60,1.0,0.534,Continuing
715051608,34,M,2,High School,Single,$60K - $80K,Blue,36,2,3,2,9719.0,2517,7202.0,0.906,9183,51,0.7,0.259,Leaving
714199983,48,M,3,Uneducated,Single,$60K - $80K,Gold,40,5,2,5,34516.0,2317,32199.0,0.699,3927,68,0.7,0.067,Continuing
714199008,50,M,2,Graduate,Married,$120K +,Blue,36,6,2,2,16081.0,492,15589.0,0.204,6100,61,0.564,0.031,Leaving
712117983,49,M,4,Graduate,Married,$80K - $120K,Blue,39,6,3,2,17285.0,1853,15432.0,0.882,4787,60,0.714,0.107,Continuing
712454958,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,1,2,2742.0,1416,1326.0,0.761,1539,38,1.111,0.516,Continuing
710712783,52,F,4,Graduate,Married,Less than $40K,Blue,41,3,3,3,2294.0,1787,507.0,0.748,3904,76,0.854,0.779,Continuing
708744933,35,M,2,High School,Married,$60K - $80K,Blue,36,4,2,4,19127.0,1880,17247.0,0.788,1859,33,0.571,0.098,Continuing
715655283,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,2363.0,1495,868.0,0.531,4420,65,0.711,0.633,Continuing
718875483,50,M,1,College,Married,$60K - $80K,Blue,40,4,2,4,17404.0,1745,15659.0,0.54,4491,78,0.66,0.1,Continuing
709942383,34,M,1,Graduate,Married,$80K - $120K,Blue,36,5,3,2,6313.0,782,5531.0,0.931,1703,34,0.889,0.124,Continuing
708976908,40,M,3,Post-Graduate,Single,$80K - $120K,Blue,36,4,4,3,8958.0,0,8958.0,0.483,2131,43,0.387,0.0,Leaving
711122958,41,F,3,Graduate,Single,Less than $40K,Blue,33,5,3,3,1764.0,0,1764.0,0.552,2105,57,0.839,0.0,Leaving
711688983,51,M,2,Graduate,Divorced,$80K - $120K,Blue,38,4,2,3,21382.0,1692,19690.0,0.731,3060,66,0.65,0.079,Continuing
709064208,43,F,2,Uneducated,Single,Less than $40K,Blue,32,4,3,6,1628.0,275,1353.0,0.69,2219,49,0.531,0.169,Leaving
779034708,60,F,0,Doctorate,Married,Less than $40K,Blue,41,1,3,1,10730.0,970,9760.0,0.645,4939,71,0.972,0.09,Continuing
720660558,50,M,2,Uneducated,Married,$120K +,Blue,36,4,3,4,23911.0,2100,21811.0,0.988,4770,89,0.712,0.088,Continuing
714975633,51,F,2,High School,Single,Less than $40K,Blue,36,2,1,2,2319.0,1347,972.0,0.722,7558,85,0.491,0.581,Continuing
720296808,52,F,3,Graduate,Married,Less than $40K,Blue,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424,Leaving
711487533,47,F,3,Graduate,Married,Less than $40K,Blue,38,3,3,2,1438.3,0,1438.3,0.198,1687,38,0.226,0.0,Leaving
709934808,59,M,1,Graduate,Single,$40K - $60K,Silver,51,2,2,1,15164.0,1071,14093.0,0.9,13062,103,0.717,0.071,Continuing
717531483,37,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,3433.0,964,2469.0,0.526,4444,87,0.642,0.281,Continuing
708316008,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,10031.0,0,10031.0,0.238,1792,29,0.074,0.0,Leaving
713348433,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545.0,751,794.0,0.551,4477,62,0.59,0.486,Continuing
709145958,43,F,3,Graduate,Married,Less than $40K,Blue,36,2,2,2,2440.0,1002,1438.0,0.061,1533,42,0.105,0.411,Leaving
713634108,45,F,3,Graduate,Single,Less than $40K,Blue,36,1,2,2,4348.0,1830,2518.0,1.036,4293,66,0.692,0.421,Continuing
717260058,53,F,2,Uneducated,Married,Less than $40K,Blue,42,6,1,5,2322.0,1284,1038.0,0.673,1573,27,0.929,0.553,Continuing
709961958,58,F,4,High School,Divorced,Less than $40K,Blue,45,4,1,1,21065.0,2517,18548.0,0.84,1060,32,0.333,0.119,Leaving
778782858,60,M,1,Graduate,Single,Less than $40K,Blue,48,5,3,3,3980.0,930,3050.0,0.72,4449,82,0.608,0.234,Continuing
787669233,51,M,2,Doctorate,Single,$80K - $120K,Blue,41,3,3,2,34516.0,1046,33470.0,1.001,3435,76,0.727,0.03,Continuing
721269108,45,F,5,Graduate,Single,Less than $40K,Blue,33,5,3,3,2288.0,1249,1039.0,0.605,4504,87,0.706,0.546,Continuing
720085233,51,F,2,Doctorate,Divorced,Less than $40K,Blue,40,6,3,4,8930.0,2517,6413.0,0.661,2167,38,0.357,0.282,Leaving
713695158,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,4,3,1562.0,1057,505.0,0.807,5019,78,0.696,0.677,Continuing
779070033,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938.0,0,1938.0,0.536,3974,56,0.931,0.0,Continuing
708498033,44,F,3,Graduate,Married,Less than $40K,Blue,36,3,4,6,2279.0,1837,442.0,0.853,2789,52,0.677,0.806,Leaving
751422258,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0,Continuing
779158533,43,F,3,Uneducated,Single,Less than $40K,Blue,25,2,3,3,1616.0,966,650.0,0.647,4774,74,0.805,0.598,Continuing
709398708,40,M,3,High School,Divorced,$60K - $80K,Blue,36,3,1,2,16268.0,2517,13751.0,0.652,15925,124,0.824,0.155,Continuing
714100008,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667.0,2517,3150.0,0.684,2176,38,0.267,0.444,Leaving
779873508,51,F,0,High School,Married,Less than $40K,Blue,35,5,3,4,3132.0,1815,1317.0,1.018,3607,60,0.935,0.58,Continuing
789513858,43,M,3,Graduate,Married,$40K - $60K,Blue,35,2,2,3,1438.3,0,1438.3,0.694,891,28,0.4,0.0,Leaving
816325533,39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458.0,1802,4656.0,0.923,2315,49,0.581,0.279,Continuing
714931458,52,F,2,Post-Graduate,Single,Less than $40K,Blue,42,3,2,3,1438.3,0,1438.3,0.607,4102,78,0.857,0.0,Continuing
708924783,43,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,1,0,5506.0,2129,3377.0,0.705,4024,62,0.55,0.387,Continuing
713784558,59,F,1,Graduate,Single,$40K - $60K,Blue,36,1,2,3,3510.0,941,2569.0,0.717,4833,77,0.75,0.268,Continuing
711283008,50,M,1,High School,Single,$80K - $120K,Silver,36,4,5,3,34516.0,0,34516.0,0.732,16019,105,0.694,0.0,Continuing
716545383,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1,0,9599.0,1554,8045.0,1.087,1154,38,1.235,0.162,Continuing
712407783,39,F,1,Graduate,Single,Less than $40K,Blue,28,5,3,3,1809.0,1181,628.0,0.656,4452,83,0.596,0.653,Continuing
713159133,32,F,2,High School,Single,Less than $40K,Silver,23,4,2,2,14143.0,1472,12671.0,0.777,13785,117,0.648,0.104,Continuing
789945933,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0.0,Continuing
715684308,42,F,4,Graduate,Married,$40K - $60K,Blue,36,6,2,2,4008.0,1636,2372.0,0.637,1395,43,0.955,0.408,Continuing
712104333,57,F,2,Doctorate,Single,Less than $40K,Blue,44,2,2,3,9149.0,1254,7895.0,0.762,14401,100,0.754,0.137,Continuing
717008358,40,F,1,Graduate,Married,Less than $40K,Blue,36,1,2,2,6540.0,0,6540.0,0.723,7919,88,0.6,0.0,Continuing
712349808,44,F,4,College,Single,Less than $40K,Blue,34,4,1,2,12310.0,670,11640.0,0.801,4176,76,0.767,0.054,Continuing
827948133,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062.0,1423,3639.0,0.775,4535,68,0.417,0.281,Continuing
718318383,49,M,1,High School,Unknown,$60K - $80K,Blue,36,6,3,4,2645.0,1499,1146.0,0.67,4251,69,0.533,0.567,Continuing
711781233,53,F,3,Graduate,Married,Less than $40K,Blue,45,6,1,3,1882.0,0,1882.0,0.8,5221,87,0.891,0.0,Continuing
804415083,45,M,3,Graduate,Married,$60K - $80K,Blue,40,3,5,3,4097.0,655,3442.0,1.084,2611,51,0.545,0.16,Leaving
708626058,49,F,2,Uneducated,Married,Less than $40K,Blue,34,6,2,4,5242.0,1465,3777.0,1.025,4098,68,0.789,0.279,Continuing
710456658,50,F,4,Graduate,Married,Less than $40K,Blue,31,4,2,1,2080.0,1799,281.0,0.651,5130,82,0.864,0.865,Continuing
826808208,60,F,0,High School,Single,$40K - $60K,Blue,56,3,5,2,2213.0,829,1384.0,0.639,4210,84,0.714,0.375,Continuing
709185108,38,M,3,High School,Married,$60K - $80K,Blue,26,5,4,2,5824.0,1542,4282.0,0.827,1801,44,0.571,0.265,Continuing
779135808,56,F,2,Doctorate,Single,$40K - $60K,Blue,38,5,1,4,3609.0,1026,2583.0,0.67,4318,81,0.588,0.284,Continuing
772105608,48,F,4,Uneducated,Single,Less than $40K,Blue,37,6,3,4,2646.0,872,1774.0,0.865,4246,80,0.739,0.33,Continuing
714347508,35,M,2,Uneducated,Single,$60K - $80K,Blue,21,4,3,3,7766.0,1278,6488.0,0.806,2423,74,0.609,0.165,Continuing
796236258,48,F,5,High School,Single,$40K - $60K,Blue,42,5,1,2,2465.0,1128,1337.0,0.613,4030,86,0.483,0.458,Continuing
713610033,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,Continuing
720323208,43,M,2,Graduate,Married,$120K +,Silver,31,6,2,4,34516.0,2398,32118.0,0.917,4976,88,0.692,0.069,Continuing
738627708,49,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,4,5984.0,0,5984.0,0.551,1838,42,0.556,0.0,Leaving
717233058,34,M,4,Graduate,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,4300.0,0.843,1524,31,0.824,0.224,Continuing
718267233,50,M,1,Graduate,Married,$120K +,Silver,38,4,3,3,34516.0,1915,32601.0,0.625,3828,65,1.321,0.055,Continuing
716335983,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713.0,1590,5123.0,0.847,7946,85,0.667,0.237,Continuing
737052258,62,F,1,Graduate,Single,Less than $40K,Blue,55,6,1,1,5284.0,2517,2767.0,0.674,4525,63,0.537,0.476,Continuing
712433508,59,F,1,Graduate,Married,Less than $40K,Blue,50,3,2,3,1438.3,0,1438.3,0.57,724,16,0.231,0.0,Leaving
779404383,47,F,5,Uneducated,Divorced,Less than $40K,Blue,36,6,2,3,12581.0,1235,11346.0,0.611,4427,76,1.303,0.098,Continuing
711631158,52,F,2,High School,Single,Less than $40K,Blue,42,6,2,2,1438.3,869,569.3,0.821,4664,77,0.878,0.604,Continuing
778871508,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3,0,13048.0,1954,11094.0,1.139,1170,24,0.846,0.15,Continuing
780372408,43,F,5,High School,Single,Less than $40K,Blue,33,6,2,2,4976.0,866,4110.0,0.985,4317,69,0.568,0.174,Continuing
710466633,55,F,3,High School,Married,Less than $40K,Blue,44,5,1,1,1438.3,0,1438.3,0.575,4755,76,0.9,0.0,Continuing
717420333,37,M,1,High School,Single,$60K - $80K,Blue,26,4,3,2,7349.0,2517,4832.0,0.877,2701,60,0.714,0.342,Continuing
720786033,55,M,1,College,Single,$80K - $120K,Blue,42,5,2,4,10696.0,1206,9490.0,0.958,2489,38,0.9,0.113,Continuing
710003958,48,F,5,Post-Graduate,Married,Less than $40K,Blue,40,3,3,3,1438.3,665,773.3,0.75,4100,84,0.615,0.462,Continuing
787496733,47,F,2,Uneducated,Married,Less than $40K,Blue,35,2,1,1,15155.0,1287,13868.0,0.868,7724,79,0.58,0.085,Continuing
719940483,51,F,1,Graduate,Married,$40K - $60K,Blue,43,2,2,2,2107.0,1663,444.0,0.712,4841,88,0.725,0.789,Continuing
717276708,57,M,2,Graduate,Single,$80K - $120K,Blue,36,3,3,2,3127.0,2517,610.0,0.589,1470,30,1.143,0.805,Continuing
803197833,49,F,1,Post-Graduate,Divorced,$40K - $60K,Blue,44,6,5,2,2597.0,1871,726.0,0.899,3637,69,0.725,0.72,Continuing
720006333,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479.0,0,4479.0,0.89,4520,63,0.37,0.0,Leaving
789435783,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.438,Continuing
709008708,47,M,3,College,Married,Less than $40K,Blue,34,2,1,2,8390.0,0,8390.0,0.8,8316,92,0.704,0.0,Continuing
712236483,41,F,2,Graduate,Single,Less than $40K,Gold,36,5,3,4,15704.0,1991,13713.0,0.699,4487,71,0.543,0.127,Continuing
710507733,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,3,1,14958.0,1644,13314.0,0.686,4038,68,0.511,0.11,Continuing
709227033,53,M,3,Graduate,Single,$80K - $120K,Blue,46,5,2,3,9065.0,1548,7517.0,0.872,4030,73,0.78,0.171,Continuing
718821783,53,M,1,Graduate,Married,$40K - $60K,Blue,48,4,1,3,2522.0,1704,818.0,0.988,4697,73,0.698,0.676,Continuing
713239308,43,F,2,High School,Married,Less than $40K,Blue,36,2,3,3,2679.0,1694,985.0,0.603,4640,85,0.809,0.632,Continuing
721265883,26,M,1,Graduate,Single,Less than $40K,Blue,13,3,3,2,2174.0,1514,660.0,0.607,2510,44,0.294,0.696,Continuing
721428333,47,F,3,Graduate,Unknown,Less than $40K,Blue,34,4,2,1,8109.0,541,7568.0,0.958,3609,77,0.604,0.067,Continuing
716831508,47,F,3,High School,Single,$40K - $60K,Blue,34,4,1,3,1963.0,1524,439.0,0.879,3492,59,1.034,0.776,Continuing
812089383,41,M,5,Graduate,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62,Continuing
708269583,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029.0,1377,652.0,0.838,4014,86,0.686,0.679,Continuing
714154533,45,F,3,High School,Single,Less than $40K,Blue,36,6,1,2,3111.0,1994,1117.0,0.753,4478,56,0.697,0.641,Continuing
713557533,34,M,3,High School,Single,$40K - $60K,Blue,21,4,1,3,4353.0,1655,2698.0,0.806,2664,81,0.884,0.38,Continuing
708542283,58,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.0,2061,434.0,0.849,4399,70,0.707,0.826,Continuing
715174983,40,M,3,Graduate,Married,$60K - $80K,Blue,36,4,4,4,2223.0,597,1626.0,0.572,3331,67,0.675,0.269,Continuing
709623483,56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,1470,16972.0,0.491,1281,36,0.8,0.08,Continuing
798699033,52,F,2,Graduate,Single,Less than $40K,Blue,46,3,3,3,8961.0,1382,7579.0,0.797,4408,80,0.778,0.154,Continuing
779686683,26,F,0,Post-Graduate,Single,Less than $40K,Blue,13,5,3,2,2902.0,1668,1234.0,0.621,2088,34,0.478,0.575,Continuing
713967783,62,F,0,Graduate,Married,Less than $40K,Blue,52,6,1,1,2683.0,1707,976.0,1.254,1582,33,0.941,0.636,Continuing
710815608,43,M,2,High School,Married,$60K - $80K,Blue,25,3,2,3,2049.0,1530,519.0,1.344,4521,70,0.628,0.747,Continuing
714052158,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081,Leaving
714192933,55,F,3,Graduate,Single,Less than $40K,Blue,36,3,3,5,2060.0,0,2060.0,0.251,1976,44,0.257,0.0,Leaving
711733308,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839.0,0,1839.0,0.782,4930,91,0.784,0.0,Continuing
809818008,36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,3,5,12893.0,1620,11273.0,0.576,2300,60,0.463,0.126,Continuing
720108783,60,F,1,Uneducated,Single,Less than $40K,Blue,50,6,3,3,7459.0,1717,5742.0,1.001,4328,68,0.581,0.23,Continuing
708301683,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798.0,1059,19739.0,1.049,8038,90,0.837,0.051,Leaving
719248158,52,M,2,High School,Divorced,$60K - $80K,Blue,42,1,3,2,7261.0,1443,5818.0,0.972,14533,108,0.565,0.199,Continuing
718972758,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519,Continuing
719995008,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,2,2,3979.0,780,3199.0,0.873,5024,69,0.769,0.196,Continuing
789095958,50,M,1,Graduate,Single,$60K - $80K,Blue,38,4,3,3,7603.0,744,6859.0,0.711,2497,42,0.273,0.098,Leaving
709206333,44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,0.463,1558,40,0.538,0.0,Leaving
713927283,39,F,1,Graduate,Single,Less than $40K,Blue,34,3,1,1,2884.0,2517,367.0,0.693,4809,87,0.74,0.873,Continuing
